000001.XSHE,-0.7212231073255466
000002.XSHE,-0.4841920790200076
000004.XSHE,-0.2954266993261489
000005.XSHE,0.14517768198937198
000006.XSHE,
000007.XSHE,
000008.XSHE,0.07467813765590459
000009.XSHE,-0.569938413731405
000010.XSHE,0.3221286299340122
000011.XSHE,0.09215642159723596
000012.XSHE,-0.35035456953778116
000014.XSHE,-0.551876721456235
000016.XSHE,0.4766032478398599
000017.XSHE,0.4216074045699189
000018.XSHE,-0.2885536755107756
000019.XSHE,
000020.XSHE,0.3297291381296079
000021.XSHE,0.6139556215451685
000022.XSHE,
000023.XSHE,0.06996943048112195
000024.XSHE,
000025.XSHE,-0.8568512462445969
000026.XSHE,-0.13609681216642772
000027.XSHE,0.12540465358444336
000028.XSHE,0.426149817285587
000029.XSHE,
000030.XSHE,-0.41744126220610767
000031.XSHE,
000032.XSHE,-0.7234649502663844
000033.XSHE,
000034.XSHE,
000035.XSHE,
000036.XSHE,-0.014321104410780678
000037.XSHE,0.40007728387937574
000038.XSHE,-0.2673515261510775
000039.XSHE,-0.44495276631405173
000040.XSHE,0.155135729404802
000042.XSHE,-0.043330221938672114
000043.XSHE,0.8570754146479909
000045.XSHE,-0.7733501682391928
000046.XSHE,-0.8915866462211025
000048.XSHE,0.39028657210224454
000049.XSHE,0.6892993029585024
000050.XSHE,0.6371288002659571
000055.XSHE,-0.5907411588832225
000056.XSHE,
000058.XSHE,-0.8753748840557832
000059.XSHE,-0.6156279617132638
000060.XSHE,-0.23076354305938576
000061.XSHE,-0.01180847455849967
000062.XSHE,-0.6221509327032133
000063.XSHE,0.6291489073894599
000065.XSHE,0.3032714661285928
000066.XSHE,0.4961384642919773
000068.XSHE,0.17776943680312302
000069.XSHE,-0.19073985471361543
000070.XSHE,0.8272345767024559
000078.XSHE,-0.5188470215523743
000088.XSHE,-0.09295558817218913
000089.XSHE,-0.12682251306979986
000090.XSHE,-0.4949456464278959
000096.XSHE,-0.46987800271195157
000099.XSHE,0.2545897744275433
000100.XSHE,0.36165678460297307
000150.XSHE,0.19612843380187026
000151.XSHE,0.16997869845338628
000153.XSHE,-0.3552807388079612
000155.XSHE,
000156.XSHE,0.8359993111775931
000157.XSHE,-0.40347134785281763
000158.XSHE,0.2349094435566495
000159.XSHE,0.2237839308589829
000166.XSHE,-0.5265684120647407
000301.XSHE,-0.30429772080794276
000333.XSHE,0.12196441293440928
000338.XSHE,0.0934941040685674
000400.XSHE,0.8517212566464075
000401.XSHE,
000402.XSHE,-0.7618450145252517
000403.XSHE,-0.3520336842135518
000404.XSHE,-0.8843218704864602
000406.XSHE,
000407.XSHE,0.27750604606278784
000408.XSHE,-0.38533918827620656
000409.XSHE,0.30765855004174436
000410.XSHE,0.32523926016643895
000411.XSHE,0.14232375387142995
000413.XSHE,-0.00040491925549850604
000415.XSHE,-0.830493876602799
000416.XSHE,0.2940093118341804
000417.XSHE,-0.45453881411812735
000418.XSHE,-0.07379426943659331
000419.XSHE,0.5070673507093653
000420.XSHE,0.10287266767853363
000421.XSHE,-0.39603168910891423
000422.XSHE,-0.15958903051727047
000423.XSHE,0.5669856029095239
000425.XSHE,-0.34908455101544317
000426.XSHE,-0.30765706576116836
000428.XSHE,-0.2955646809309347
000429.XSHE,-0.6227922734258122
000430.XSHE,0.6816036270344719
000488.XSHE,-0.5224072316137746
000498.XSHE,-0.6256226764335066
000501.XSHE,-0.09304007337716466
000502.XSHE,0.8878557040835293
000503.XSHE,
000504.XSHE,
000505.XSHE,-0.4004215052975546
000506.XSHE,0.02508330241894197
000507.XSHE,-0.24709043513947018
000509.XSHE,
000510.XSHE,-0.3287797954887124
000511.XSHE,
000513.XSHE,0.6855203445336951
000514.XSHE,-0.04849835927518602
000515.XSHE,
000516.XSHE,-0.41984352746892617
000517.XSHE,-0.1090865221963441
000518.XSHE,0.540947751868636
000519.XSHE,-0.3999375204180357
000520.XSHE,-0.22329497079822994
000521.XSHE,0.08692172735717851
000522.XSHE,
000523.XSHE,0.5790063869546064
000524.XSHE,-0.7591795037529534
000525.XSHE,0.15868525634132755
000526.XSHE,
000527.XSHE,
000528.XSHE,-0.5461341723573692
000529.XSHE,-0.26204959568444924
000530.XSHE,-0.2560081887030879
000531.XSHE,0.48147842912358935
000532.XSHE,0.7038778406613289
000533.XSHE,-0.6693703751482402
000534.XSHE,-0.7687701431737365
000535.XSHE,
000536.XSHE,-0.053635757872021704
000537.XSHE,-0.38406635630386066
000538.XSHE,0.8383620699643803
000539.XSHE,0.9306495167513099
000540.XSHE,
000541.XSHE,-0.9374908887135543
000543.XSHE,0.13518053788752768
000544.XSHE,-0.6159943878185025
000545.XSHE,-0.187810988341362
000546.XSHE,0.20643389712880106
000547.XSHE,-1.0000000000000002
000548.XSHE,0.5609241384649107
000549.XSHE,
000550.XSHE,0.34080724148935315
000551.XSHE,-0.3728683290062687
000552.XSHE,0.2126326531408801
000553.XSHE,-0.5853778412068581
000554.XSHE,0.4853568643762534
000555.XSHE,
000557.XSHE,-0.327042916573918
000558.XSHE,0.7711890976290865
000559.XSHE,0.6385855453240602
000560.XSHE,0.5005599216164052
000561.XSHE,-0.6102816719827288
000562.XSHE,
000563.XSHE,0.716562531589105
000564.XSHE,0.09409440667094196
000565.XSHE,0.08289039904276926
000566.XSHE,
000567.XSHE,-0.6627896322026439
000568.XSHE,0.6792023792422301
000569.XSHE,
000570.XSHE,-0.36294049708507453
000571.XSHE,0.11386602959552378
000572.XSHE,-0.014579646164335618
000573.XSHE,-0.4703238425885983
000576.XSHE,-0.4849163925725834
000578.XSHE,
000581.XSHE,-0.22841293799736895
000582.XSHE,0.0572702653595722
000583.XSHE,
